LastSale,MarketCap,logMarketCap,Revenue_M,netIncome_M,profitMargin,lastFiscalYearGrowth,employees,revenuePerEmployee,marketCapToRevenue,CEOAge,PresidentAge,companyAgeAtIPO,yearDifference,YearFounded,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,MarketYearTrend,Year,Month,Day,dayOfWeek,Sector,Industry,CEOGender,PresidentGender,USACompany,CEOInChargeDuringIPO,presidentInChargeDuringIPO,FiscalMonth,employeesGrouped,FoundingDateGrouped,ipoDay0Return,firstWeekReturn,firstMonthReturn,ipoDay0Volatility,avgFirstWeekVolume,closeDay0,openDay0,highDay0,lowDay0,volumeDay0,closeDay1,closeDay2,closeDay3,closeDay4,volumeDay1,volumeDay2,volumeDay3,volumeDay4,Profitable
10.11,,,,-5881.0,,,3.0,,,,,1,1,2017,-0.024149485,-0.812580425,-0.220710474,0.730799964,2018,4,13,4,,,,,Yes,,,Dec,0 - 100,2011 - present,0.004,0.003,,0.005,1820379.8,10.12,10.08,10.15,10.1,6643697,10.11,10.11,10.14,10.15,855039,566260,925400,111503,0
10.25,,,,,,,,,,42,38,,,,-2.871355545,-1.324670239,-0.193859272,0.595753276,2018,2,8,3,Finance,Business Services,male,male,,Yes,Yes,,,Unknown,0.0,0.0,0.013,0.001,654878.2,10.0,10.0,10.01,10.0,2607473,9.99,10.0,10.02,10.0,268533,324270,49208,24907,0
10.26,7.069447492E8,20.3765,143.9,6.91,0.048,0.29,105.0,1370476.19,4.91,58,60,0,0,2007,-1.254671062,0.537873786,0.285253872,0.993165317,2007,10,25,3,Finance,Investment Managers,male,male,Yes,sameYear,No,Dec,101 - 500,2001 - 2010,0.0172,-0.0353,-0.3171,0.0886,1312145.0,20.09,19.75,22.25,20.5,5461225,19.6,19.62,19.44,19.38,595900,225700,130800,147100,0
10.35,2.43527427E7,17.0082,,-434279.0,,,,,,29,,1,1,2015,0.995646269,1.738417827,2.108682212,1.739792171,2016,12,23,4,Finance,Business Services,male,,Yes,Yes,,Dec,,2011 - present,0.004,0.0,0.0209,0.004,9265.2,10.04,9.9999,10.04,10.0,46326,10.04,10.04,10.04,10.04,0,0,0,0,1
10.42,,,,-59192.0,,,1.0,,,,,1,1,2016,1.293160569,1.83091003,1.854597114,1.708864215,2017,7,27,3,Finance,Business Services,,,Yes,,,Mar,0 - 100,2011 - present,0.002,0.001,0.0192,0.004,403894.6,10.04,10.02,10.08,10.04,1348759,10.07,10.0499,10.05,10.05,96527,68000,310587,195600,1
10.45,4.012814839E8,19.8102,,,,,,,,55,55,,,,0.546332708,-0.555253777,-0.35056166,0.572615552,2012,6,27,2,,,female,female,,No,No,,,Unknown,0.0,0.015,0.025,0.0065,424704.6,20.0,20.0,20.13,20.0,1719338,20.0,20.08,20.2,20.3,169748,91034,84749,58654,1
10.4599,,,,-81018.0,,,3.0,,,50,,0,0,2017,2.157197034,2.683269316,2.409176365,1.817071286,2017,10,5,3,Finance,Business Services,male,male,Yes,,,Dec,0 - 100,2011 - present,0.0059,-0.0039,-0.0079,0.005,458440.6,10.15,10.09,10.15,10.1,1973325,10.12,10.12,10.11,10.11,44390,136268,84362,53858,0
10.47,1.206427737E8,18.6083,4.59,9.59,2.0893,,,,26.28,64,62,0,0,2010,0.943845756,1.422800389,1.707210295,1.502101776,2010,10,29,4,,,male,male,Yes,sameYear,sameYear,Dec,,2001 - 2010,0.0318,-0.0372,-0.05,0.0033,796487.4,15.59,15.11,16.05,16.0,2113238,14.95,14.72,15.3,15.01,598660,523306,443169,304064,1
10.48,2.773790122E8,19.4409,,,,,,,,,,,,,1.583061731,0.35714459,-0.467607844,-0.582473114,2011,10,14,4,Finance,Investment Bankers/Brokers/Service,,,,,,,,Unknown,,-0.1016,0.2693,,11491.4,473.5,,,,0,473.5,503.5,450.14,425.401,323,6327,10746,40061,0
10.5,,,,-584277.0,,,2.0,,,58,58,2,2,2014,1.844094971,0.448474032,0.04601437,-0.557089994,2016,3,3,3,Public Utilities,Natural Gas Distribution,male,male,Yes,Yes,Yes,Dec,0 - 100,2011 - present,0.001,0.005,0.006,0.005,237733.8,9.95,9.94,10.0,9.95,656410,9.98,9.98,9.96,10.0,461250,2600,1339,67070,1
10.53,3.527194223E9,21.9838,,,,,,,,,,,-3,2009,2.284692845,1.76718175,1.822232525,2.618719423,2006,12,14,3,,,male,male,,No,No,,,2001 - 2010,0.0182,-0.0036,-0.0564,0.0,388379.8,28.0,27.5,28.95,28.95,1195900,28.3,28.0,28.2,27.9,360100,144200,126599,115100,0
10.58,,,,1.42,,,3.0,,,53,62,1,1,2016,1.163320477,1.247644076,1.947963893,1.631585775,2017,1,13,4,Finance,Business Services,male,male,Yes,Yes,Yes,Dec,0 - 100,2011 - present,0.0099,0.0117,0.001,0.0167,577608.0,10.25,10.15,10.33,10.16,2085144,10.25,10.36,10.36,10.37,0,603631,15023,184242,1
10.62,1.342994453E9,21.0182,,,,,,,,54,54,,,,1.448283649,1.483584414,1.687543072,0.921345716,2003,5,29,3,,,male,male,,No,No,,,Unknown,0.0013,-0.0013,-7.0E-4,0.0013,28740.0,15.02,15.0,15.02,15.0,0,15.02,15.0,15.01,15.0,40500,28500,31000,43700,0
10.69,1.690592927E8,18.9458,579.55,7.53,0.013,,2521.0,229888.93,0.29,74,62,52,52,1949,-1.423222668,-1.871826285,-2.015592481,-2.47837261,2001,1,2,1,Transportation,Transportation Services,male,male,Yes,No,No,Dec,1001 - 5000,1901 - 1950,0.0,0.0111,-0.0222,0.0,17.2,11.25,11.25,11.75,11.75,15,11.25,11.25,11.25,11.375,0,0,0,71,1
10.7,1.858854611E8,19.0406,,-93823.0,,,2.0,,,50,,1,1,2014,-0.166408249,0.578732103,0.873972078,1.248665826,2015,6,11,3,Finance,Business Services,male,male,Yes,sameYear,,Nov,0 - 100,2011 - present,0.0089,-0.0069,-0.0138,0.0089,210599.2,10.15,10.06,10.15,10.06,713300,10.1,10.08,10.08,10.08,273490,65296,0,910,0
10.7,1.875217158E8,19.0494,160.09,-11.03,-0.0689,,604.0,265049.67,1.17,56,56,14,14,1982,0.0,0.0,0.0,0.0,1996,4,2,1,Technology,Radio And Television Broadcasting And Communications Equipment,male,male,Yes,No,No,Dec,501 - 1000,1951 - 2000,0.1635,0.0908,0.3222,0.0288,90520.0,7.563,6.5,7.75,7.563,301900,7.875,8.625,8.625,8.25,50300,61800,0,38600,1
10.72,2.702773568E8,19.415,52.31,105.2,2.0111,,,,5.17,52,48,1,1,2010,0.692505316,1.404542234,1.596994364,2.058403842,2011,1,20,3,,,male,male,Yes,Yes,Yes,Mar,,2001 - 2010,0.0103,0.0152,0.0152,0.0,30925.2,19.7,19.5,19.9,19.9,106650,19.98,19.98,19.9,20.0,8318,12807,15952,10899,0
10.75,,,,,,,,,,,,,,,1.679711079,2.017813307,1.783037221,1.519042652,2017,9,15,4,Finance,Business Services,,,,,,,,Unknown,0.006,0.0039,0.0217,0.0109,114022.2,10.13,10.07,10.18,10.07,406423,10.1689,10.15,10.18,10.17,89571,41342,21785,10990,1
10.89,8.1659003145E10,25.1258,89870.0,8920.0,0.0993,,,,0.91,57,52,24,24,1985,0.502997785,1.097302439,1.571015388,1.827500324,2009,10,7,2,Finance,Commercial Banks,male,male,No,No,No,Dec,,1951 - 2000,0.0164,0.0146,-0.0584,0.0578,4.51628702E7,13.01,12.8,14.04,13.3,143028566,13.0,13.11,13.03,13.2,42838733,17363116,12990257,9593679,0
10.9,1.156455305E9,20.8686,,,,,,,,,64,,,,-1.951382281,-0.159379462,0.510088107,1.17864933,1998,7,31,4,,,,male,,,No,,,Unknown,0.0,-0.0065,0.0195,0.0065,3980.0,9.625,9.625,9.6875,9.625,2500,9.6875,9.5625,9.5625,9.5625,1000,6100,2600,7700,1
10.93,8.532547411E9,22.8672,4510.0,406.0,0.09,,32500.0,138769.23,1.89,,,152,152,1844,0.0,0.0,0.0,0.0,1996,1,11,3,Consumer Services,Books,,male,No,,No,Dec,>10000,<= 1900,0.0,0.0,0.1315,0.0394,130.8,8.72,8.72,9.064,8.72,654,8.72,8.72,8.72,8.72,0,0,0,0,1
11.0,1.15792589E8,18.5673,,-42.45,,,16.0,,,52,52,6,6,2008,-1.444639866,-0.430971927,0.685971397,1.237677865,2014,1,30,3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0062,-0.0587,0.533,0.0308,34959.2,122.7,121.95,152.25,148.5,117304,127.05,120.0,112.5,115.5,18826,7859,25248,5559,1
11.2,2.261545238E9,21.5393,21960.0,853.0,0.0388,,2791.0,7868147.62,0.1,,,63,63,1946,0.62797211,1.159789583,1.646566578,1.738317014,2009,9,30,2,Energy,Oil & Gas Production,male,,No,No,,Dec,1001 - 5000,1901 - 1950,0.0598,0.024,-0.0463,0.0663,1908838.0,8.955,8.45,9.205,8.645,7459476,9.02,8.825,8.88,9.17,969908,569218,277030,268558,0
11.26,1.936120191E9,21.384,1740.0,25.17,0.0145,0.12,,,1.11,53,,0,0,2015,0.078351539,0.21976051,0.270577719,-0.084051546,2015,12,28,0,Capital Goods,Metal Fabrications,male,male,No,sameYear,,Dec,,2011 - present,0.0518,-0.0709,-0.3103,0.0182,3974081.8,11.57,11.0,12.69,12.49,1314592,11.48,10.99,10.75,10.75,3883494,3098922,11573401,0,0
11.3,2.573162437E8,19.3658,,,,,,,,54,54,,,,-0.931364617,0.628901836,1.220499761,1.622743877,2003,7,17,3,,,female,female,,No,No,,,Unknown,,0.0,0.0,,0.0,15.0,,,,0,15.04,15.06,15.06,15.0,0,0,0,0,0
11.4,3.947097354E8,19.7937,798.83,18.85,0.0236,0.46,176.0,4538806.82,0.49,43,43,15,15,1999,-0.623396478,0.900178883,1.367437264,1.593315783,2014,7,29,1,Public Utilities,Power Generation,male,male,Yes,sameYear,sameYear,Dec,101 - 500,1951 - 2000,0.0113,-0.0207,-0.0067,0.0215,1208587.6,8.935,8.835,9.19,9.0,5253192,8.655,8.565,8.595,8.75,367560,182410,122536,117240,0
11.44,1.206841407E8,18.6087,,,,,,,,63,63,,,,-1.4493832,-1.426316075,-1.541969022,-2.194920479,2002,9,25,2,,,male,male,,No,No,,,Unknown,,7.0E-4,7.0E-4,,0.0,15.0,,,,0,15.0,15.0,15.01,15.01,0,0,0,0,0
11.45,5.13072794E8,20.0559,783.1,-87.8,-0.1121,0.03,1800.0,435055.56,0.66,54,54,0,0,1999,-1.692448069,-1.775967281,-1.710605515,0.211217433,1999,9,28,1,Basic Industries,Specialty Chemicals,female,female,Yes,No,No,Nov,1001 - 5000,1951 - 2000,0.0,0.0417,-0.1874,0.0556,99620.0,9.0,9.0,9.5,9.0,1300,9.5,8.9375,8.5,9.375,8500,40300,306900,141100,0
11.56,4.216492891E8,19.8597,106.15,5.76,0.0543,0.46,17.0,6244117.65,3.97,42,46,1,1,2013,-0.892814416,0.122916496,0.663722024,1.19071017,2014,4,15,1,Consumer Services,Real Estate Investment Trusts,male,male,No,sameYear,,Dec,0 - 100,2011 - present,0.0122,0.0105,0.0048,0.0073,112153.4,12.4,12.25,12.59,12.5,379110,12.32,12.4,12.4,12.53,71239,16638,0,93780,1
11.57,3.37298139E8,19.6365,,,,,,,,,55,,,,-1.81321615,-0.150799534,0.640790033,1.210487596,2003,9,26,4,,,,female,,,No,,,Unknown,0.0033,-0.0027,0.0286,0.0047,29800.0,15.05,15.0,15.07,15.0,0,15.01,15.01,15.01,15.01,0,66800,28900,53300,1
11.6,7.99376822E8,20.4993,,,,,,,,54,54,,,,1.665834374,0.857264217,0.632551499,1.115016492,2005,5,26,3,,,male,male,,No,No,,,Unknown,0.0,4.0E-4,0.0,4.0E-4,143460.0,25.0,25.0,25.01,25.0,652400,25.02,25.02,25.01,25.01,18600,0,15200,31100,0
11.66,4.215885795E8,19.8595,865.05,37.51,0.0434,0.04,1800.0,480583.33,0.49,59,59,2,2,1999,1.242291856,-0.219748909,-0.94232978,-1.334931847,2001,10,25,3,Technology,Professional Services,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.0864,0.001,0.2175,0.056,2783220.0,20.37,18.75,20.55,19.5,9764700,21.1,20.25,20.0,20.39,1491100,488500,1883000,288800,1
11.72,8.683850085E8,20.5821,,,,,,,,,63,,,,-1.660232915,0.034208465,0.786465465,1.205730954,2007,6,26,1,,,male,male,,,No,,,Unknown,,0.0,0.0,,228480.0,20.0,,,,0,20.0,20.05,20.0,20.0,524300,259700,110800,247600,0
11.74,2.904261628E8,19.4869,,,,,,,,54,54,,,,1.74054037,1.559132989,2.126921545,2.765143485,2004,12,23,3,,,female,female,,No,No,,,Unknown,0.0,0.0,0.0,5.0E-4,75040.0,20.0,20.0,20.01,20.0,183100,20.0,20.0,20.01,20.0,0,123100,35900,33100,0
11.75,1.58049982E9,21.181,5910.0,-34.97,-0.0059,0.13,11653.0,507165.54,0.27,,,3,3,2010,0.864889886,1.708010557,1.837725911,2.210434397,2013,5,23,3,Basic Industries,Metal Fabrications,unknown,male,No,No,No,Dec,>10000,2001 - 2010,0.0958,0.0069,0.064,0.0867,2729178.4,14.53,13.26,14.65,13.5,9415870,14.82,14.82,14.85,14.63,2020496,0,1747486,462040,1
11.84,6.696862064E8,20.3223,181.75,69.38,0.3817,0.2,266.0,683270.68,3.68,62,62,26,26,1991,1.732566878,1.971342869,2.189004343,2.200056299,2017,12,8,4,Finance,Major Banks,male,male,Yes,Yes,Yes,Dec,101 - 500,1951 - 2000,0.0217,0.0213,0.0204,0.0096,1414159.0,11.75,11.5,11.93,11.82,5072817,12.06,11.82,12.01,12.0,839842,593522,274169,290445,0
11.96,1.84798744E9,21.3374,,,,,,,,,77,,,,-0.855265654,-1.33492163,0.367667604,1.016545065,2004,3,26,4,,,male,male,,,Yes,,,Unknown,0.0,0.0133,-0.0133,7.0E-4,222179.8,15.0,15.0,15.01,15.0,387800,15.04,15.04,15.05,15.2,251699,144700,157600,169100,0
11.99,1.743076345E8,18.9763,131.81,-32.12,-0.2437,0.02,327.0,403088.69,1.32,,,0,0,2015,-0.507646079,0.087744748,0.607763414,1.087686447,2015,6,17,2,Health Care,Medical/Dental Instruments,male,male,Yes,sameYear,sameYear,Dec,101 - 500,2011 - present,0.0526,0.05,-0.1255,0.0526,386.0,20.0,19.0,20.0,19.0,730,20.0,20.9999,20.9999,20.9999,0,1000,200,0,0
12.11,1.1783418561E10,23.19,5140.0,1070.0,0.2082,0.22,2107.0,2439487.42,2.29,56,56,,-1,2002,-2.025265001,-1.85909883,-1.335022171,-1.428564118,2001,8,21,1,Energy,Oil & Gas Production,male,male,No,No,No,Dec,1001 - 5000,2001 - 2010,0.0113,0.028,0.1034,0.003,104795.6,6.2076,6.138,6.2744,6.2557,90444,6.3066,6.352,6.5153,6.3815,103899,94181,223121,12333,1
12.16,7.078027136E7,18.0751,23.71,1.42,0.0599,0.05,105.0,225809.52,2.99,50,50,1,1,2005,-0.44394522,0.516083484,1.081664735,1.587123836,2006,1,24,1,Finance,Savings Institutions,male,male,Yes,No,No,Sep,101 - 500,2001 - 2010,0.029,-0.0141,-0.0047,0.0174,123414.4,10.65,10.35,10.68,10.5,436608,10.65,10.65,10.65,10.5,51134,41037,36190,52103,1
12.16,3.542855034E8,19.6856,576.9,14.7,0.0255,,4700.0,122744.68,0.61,62,62,30,30,1982,-1.175952179,-0.457207069,0.724209358,1.080729543,2012,5,4,4,Consumer Services,Clothing/Shoe/Accessory Stores,male,male,Yes,No,No,Jan,1001 - 5000,1951 - 2000,0.0,0.0351,-0.0756,0.0291,2160255.8,16.81,16.81,19.29,18.8,9219787,17.05,17.0,16.85,17.4,586636,502272,292205,200379,0
12.17,3.180686577E8,19.5778,,,,,,,,53,53,,,,-1.951382281,-0.159379462,0.510088107,1.17864933,1998,7,31,4,,,male,male,,,,,,Unknown,0.0125,-0.0494,-0.0782,0.0083,16380.0,15.1875,15.0,15.25,15.125,16500,15.125,14.875,14.4375,14.4375,16800,13000,18600,17000,0
12.22,1.949555704E8,19.0883,,,,,,,,59,59,,,,-2.417939238,-2.343177067,-0.156305586,0.354289879,2012,11,8,3,,,male,male,,sameYear,sameYear,,,Unknown,0.0053,0.0013,0.0033,0.0167,125550.2,15.08,15.0,15.25,15.0,416074,15.17,15.24,15.22,15.1,46800,40330,53957,70590,0
12.22,2.174580858E9,21.5001,1810.0,-201.14,-0.1111,0.17,8900.0,203370.79,1.2,59,51,13,13,1986,-0.676914237,0.3354064,0.908095029,1.192028224,1999,7,23,4,Technology,EDP Services,male,male,Yes,No,No,Dec,5001 - 10000,1951 - 2000,0.0972,-0.1899,-0.2152,0.1667,2424280.0,19.75,18.0,21.5,18.5,9011600,16.875,16.375,16.375,16.0,1504400,757200,445300,402900,1
12.28,3.802380796E8,19.7563,286.07,-6.36,-0.0222,1.01,625.0,457712.0,1.33,43,43,6,6,2004,2.715363061,2.056566571,2.554695274,2.394455156,2010,11,5,4,Consumer Non-Durables,Food Distributors,male,male,Yes,No,No,Dec,501 - 1000,2001 - 2010,0.0157,0.017,-0.051,0.0,902573.6,12.95,12.75,15.0,15.0,3770424,13.35,13.25,13.52,13.17,331718,134284,196501,79941,1
12.28,4.014360981E8,19.8106,911000.0,-58.13,-1.0E-4,9.59,37.0,2.462162162162E10,0.0,53,53,10,10,2004,-1.734246429,-0.8804951,0.501102651,1.113381501,2014,1,31,4,Health Care,Major Pharmaceuticals,male,male,Yes,,,Dec,0 - 100,2001 - 2010,0.1465,-0.096,0.4624,0.2247,541157.0,12.91,11.26,14.15,11.62,2016169,12.63,11.74,10.6,11.67,230365,186155,217239,55857,1
12.36,3.534826018E8,19.6833,97.54,30.41,0.3118,0.19,1000.0,97540.0,3.62,47,47,15,15,1997,0.634141247,1.031009076,1.277660046,1.505282177,2012,4,26,3,Consumer Services,Real Estate Investment Trusts,male,male,Yes,No,No,Dec,501 - 1000,1951 - 2000,0.0033,-0.0089,-0.0711,0.0111,837544.2,18.0,17.94,18.2,18.0,3160539,17.82,17.98,18.0,17.84,558864,235911,91100,141307,0
12.36,5.798033976E8,20.1782,,,,,,,,,48,,,,1.003167136,-0.334388999,0.416381758,0.840327977,2012,12,6,3,,,female,male,,,Yes,,,Unknown,0.0027,-0.0027,0.0081,0.0034,443334.2,14.88,14.84,14.95,14.9,1488704,14.89,14.9,14.85,14.84,249309,124051,163573,191034,0
12.39,1.228410317E9,20.929,319.3,11.92,0.0373,0.23,0.0,,3.85,,55,0,0,2009,1.398334168,1.339899426,1.446262965,-0.33381122,2009,6,3,2,Finance,Real Estate,female,male,Yes,,No,Dec,0 - 100,2001 - 2010,0.0183,-0.0334,0.0493,0.0131,1163242.0,19.47,19.12,19.65,19.4,3998452,19.15,19.5,19.33,18.82,434220,401924,139905,841709,1
12.48,2.461225728E7,17.0188,152.06,6.5,0.0427,0.93,1211.0,125565.65,0.16,33,33,1,1,1996,-0.79510449,0.470990866,0.927501074,1.382147035,1997,10,23,3,Finance,Finance/Investors Services,male,male,Yes,No,No,Sep,1001 - 5000,1951 - 2000,0.0,0.1875,0.0,0.0,28.2,380.0,380.0,380.0,380.0,5,380.0,356.25,451.25,451.25,47,42,3,44,0
12.4998,1.637116806E8,18.9136,,,,,,,,,48,,,,1.17347659,1.590036632,2.153708692,2.258028655,2013,2,7,3,,,female,male,,,Yes,,,Unknown,0.0,0.0013,0.0081,0.0,284429.8,14.85,14.85,14.85,14.85,0,14.85,14.9,14.87,14.87,1119520,177462,98700,26467,0
12.642,8849425.284,15.9959,,,,,,,,,,,,,1.773141657,1.585948894,1.872212829,1.380696603,2010,3,11,3,,,,,,,,,,Unknown,,0.0246,0.0629,,1947.2,30.45,,,,0,30.45,29.84,30.6499,31.2,3225,1000,100,5411,0
12.66,1.750058075E9,21.2829,335.38,84.09,0.2507,0.03,708.0,473700.56,5.22,56,56,,-11,2010,0.403399555,1.280425066,1.157017523,1.755136303,1999,4,1,3,Finance,Savings Institutions,male,male,Yes,No,No,Sep,501 - 1000,2001 - 2010,0.023,-0.0868,-0.0097,0.0296,2658307.8,4.2934,4.1967,4.4175,4.2934,6667049,4.2934,4.0036,4.0036,3.9206,0,3107154,1274010,2243326,1
12.68,5.338082192E7,17.793,,,,,,,,54,54,,,,-0.464711256,0.575890366,1.144124259,1.59794697,2003,7,30,2,,,male,male,,No,No,,,Unknown,0.0,0.0,0.0,0.0,2660.0,15.0,15.0,15.0,15.0,0,15.0,15.01,15.0,15.0,0,2900,6600,3800,0
12.7,1.956118262E8,19.0916,36.51,-318000.0,-8709.9425,0.33,191.0,191151.83,5.36,,,19,19,1998,1.985828122,1.713652098,2.190134705,1.90549595,2017,11,3,4,Technology,Industrial Machinery/Components,male,male,Yes,Yes,Yes,Dec,101 - 500,1951 - 2000,0.0307,-0.0742,0.1223,0.0535,155976.6,6.05,5.87,8.4839,8.17,523518,5.6,5.6,5.6,5.601,70651,32567,118463,34684,0
12.91,3.39244264E9,21.9448,,,,,,,,,48,,,,1.969275209,1.321768825,0.205066201,-0.769166573,2002,11,22,4,,,male,male,,,No,,,Unknown,0.0,7.0E-4,7.0E-4,0.0067,53620.0,15.0,15.0,15.1,15.0,110000,15.0,15.0,15.01,15.01,86100,36000,36000,0,0
13.01,8.45022918E7,18.2523,,,,,,,,54,54,,,,-1.037092759,-1.907429389,-1.244353759,-0.678987924,2005,10,27,3,,,male,male,,No,No,,,Unknown,0.0,0.001,0.0,5.0E-4,73460.0,20.0,20.0,20.01,20.0,144000,20.0,20.01,20.0,20.02,68300,108900,30200,15900,0
13.02,4.834490312E8,19.9965,,-66.93,,,38.0,,,64,38,5,5,2012,2.000942174,1.339305493,2.032312444,1.783184484,2017,1,26,3,Health Care,Major Pharmaceuticals,male,male,No,,Yes,Dec,0 - 100,2011 - present,0.1022,-0.03,0.1373,0.0199,820931.0,11.65,10.57,13.5,13.29,3305134,11.68,11.76,11.66,11.3,331337,195080,133109,139995,0
13.2,2.04779124E7,16.8349,,,,,,,,,48,,,,0.644133191,0.962581376,0.199755187,-0.835317246,2009,4,28,1,,,male,male,,,Yes,,,Unknown,0.0556,0.0,0.0033,0.0035,37290.0,15.0,14.21,15.0,14.95,105450,15.0,14.98,14.99,15.0,44250,13700,17100,5950,1
13.21,1.828679587E8,19.0243,,,,,,,,,48,,,,1.1173399,1.689067251,2.051166695,1.85609229,2004,1,27,1,,,male,male,,,Yes,,,Unknown,,5.0E-4,5.0E-4,,96340.0,20.0,,,,0,20.0,20.0,20.01,20.01,347400,90400,18100,25800,0
13.25,1.383039346E9,21.0475,150.44,18.6,0.1236,0.09,466.0,322832.62,9.19,51,51,,-9,2014,0.550320333,0.613524725,1.03692353,1.61090126,2005,2,24,3,Finance,Savings Institutions,male,male,Yes,No,No,Jun,101 - 500,2011 - present,0.0355,0.0035,-0.0228,0.0227,2063015.2,8.2512,7.9687,8.4975,8.3164,5993263,8.1933,8.1788,8.273,8.2802,1398800,1420231,676242,826540,1
13.26,,,9130.0,-1810.0,-0.1982,0.03,22700.0,402202.64,,53,53,80,80,1935,-1.355301476,-0.107005804,0.456023719,1.025167706,2015,6,5,4,Public Utilities,Telecommunications Equipment,male,male,Yes,sameYear,sameYear,Dec,>10000,1901 - 1950,0.0,0.0102,-0.0154,0.0095,3113844.4,99.58,99.58,101.85,100.9,11584223,100.98,99.75,100.25,100.6,1988362,1236740,538294,221603,0
13.33,3.325844064E8,19.6224,,,,,,,,55,,,,,0.26901697,1.040024962,1.528454534,1.52228358,2009,9,25,4,,,male,,,,,,,Unknown,7.0E-4,0.004,0.0,7.0E-4,75254.2,15.01,15.0,15.01,15.0,259558,15.0,15.0,15.0,15.07,19333,26305,42625,28450,0
13.34,3.561377399E8,19.6908,,,,,,,,60,60,,,,0.50437503,-0.441983246,-0.150770058,0.821258903,2004,5,25,1,,,male,male,,No,No,,,Unknown,,5.0E-4,5.0E-4,,77600.0,20.0,,,,0,20.01,20.01,20.01,20.01,217900,89600,80500,0,0
13.4,2.503465988E8,19.3384,93.11,28.61,0.3073,0.29,,,2.69,56,53,,,,2.06119335,1.743941873,1.66897006,1.883841692,2015,2,13,4,Consumer Services,Real Estate Investment Trusts,male,male,Yes,,,Dec,,Unknown,0.0,0.0086,0.0129,0.0,314508.2,14.0,14.0,14.25,14.25,1315226,14.0,14.0,14.0,14.12,0,196194,35044,26077,0
13.44,9.958857216E7,18.4166,42.45,37.49,0.8832,0.05,217.0,195622.12,2.35,55,55,18,18,1988,0.672168138,1.334757697,1.238156374,1.354789168,2006,9,22,4,Finance,Major Banks,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.011,0.0052,-0.0226,0.011,51613.8,99.3413,98.2615,105.8201,104.7403,220022,100.3779,99.6869,99.9892,99.8596,21129,10249,5315,1354,0
13.45,5.40164105E8,20.1074,193.29,-22.4,-0.1159,0.01,611.0,316350.25,2.79,54,54,7,7,1991,1.948915636,2.01626308,2.682217611,2.28847267,1998,3,24,1,Technology,EDP Services,male,male,Yes,No,No,Dec,501 - 1000,1951 - 2000,0.1,-0.1364,0.0115,0.0,2280.0,5.5,5.0,5.5,5.5,5400,4.0,5.0,4.75,4.75,5100,500,400,0,0
13.46,3.91071874E8,19.7844,68.88,16.89,0.2452,0.3,114.0,604210.53,5.68,,,13,13,2005,0.692038994,0.272621513,0.999774803,1.540292935,2018,3,14,2,Finance,Major Banks,,,Yes,,,Dec,101 - 500,2001 - 2010,0.0016,0.0135,0.0674,0.023,673049.2,12.62,12.6,13.0,12.71,2694312,13.02,12.86,12.75,12.79,299336,177129,98112,96357,0
13.46,6.59463663E9,22.6095,2.338727E7,476740.0,0.0204,0.03,,,0.0,65,52,18,18,1981,-1.792118594,-0.199903378,0.641939142,1.187041271,1999,5,26,2,Public Utilities,Telecommunications Equipment,unknown,unknown,No,,No,Dec,,1951 - 2000,0.0083,0.1278,0.233,0.0021,3539040.0,30.313,30.063,30.375,30.313,10920500,30.375,31.813,31.813,34.188,3543200,1046200,0,2185300,1
13.52,1.752709005E8,18.9818,,-27.68,,,21.0,,,56,,14,14,2002,-0.898715066,0.626085814,0.624406278,0.343506398,2016,5,6,4,Health Care,Major Pharmaceuticals,male,,Yes,Yes,,Dec,0 - 100,2001 - 2010,0.0364,-0.0225,0.009,0.0439,72036.8,11.1,10.71,11.75,11.28,97513,10.86,10.7,10.6,10.85,75304,43531,72757,71079,0
13.62,4.118192722E9,22.1387,917.32,126.74,0.1382,0.1,1910.0,480272.25,4.49,61,,,-8,2013,-2.134853753,-3.174089486,-1.001390985,-0.47840121,2005,10,12,2,Finance,Major Banks,male,,Yes,,,Dec,1001 - 5000,2011 - present,0.0,0.007,0.052,0.01,6830049.4,3.9216,3.9216,4.2353,4.1961,20866012,3.9098,3.9451,3.9412,3.949,2843675,5126499,2732725,2581336,1
13.81,1.402865635E9,21.0618,9220.0,34.7,0.0038,,22000.0,419090.91,0.15,56,55,2,2,2000,0.058342141,-0.899602233,0.078193815,-0.714580784,2002,2,13,2,Consumer Services,Electronics Distribution,male,male,Yes,No,No,Jan,>10000,1951 - 2000,0.0524,-0.0498,0.0458,0.045,5161080.0,10.05,9.55,10.055,9.625,19054000,10.0,9.95,9.95,9.55,2801400,2097400,0,1852600,1
13.8576,1.212459349E8,18.6133,,,,,,,,54,54,,,,0.811008249,0.063207892,-0.658930792,-1.332167491,2002,10,29,1,,,male,male,,No,No,,,Unknown,0.0,0.0,0.0,7.0E-4,5840.0,15.0,15.0,15.01,15.0,0,15.0,15.0,15.02,15.0,0,5600,13200,10400,0
